registration,vote_intention,vote_2020,employment,foreign_born,sex,household_income,education,state,age,agegroup,race
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999",Completed some high school,PA,29,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$95,000 to $99,999","Completed some college, but no degree",NY,67,60 to 80,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$45,000 to $49,999",High school graduate,TX,64,60 to 80,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",MO,44,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,Another country,Male,"$25,000 to $29,999","Completed some college, but no degree",PA,32,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$40,000 to $44,999","Completed some college, but no degree",PA,27,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$85,000 to $89,999",Masters degree,CA,25,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999",High school graduate,NJ,77,60 to 80,White
Not registered,"Yes, I will vote",Joe Biden,Student,Another country,Female,"Less than $14,999",Completed some high school,GA,20,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$250,000 and above","Completed some graduate, but no degree",CA,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Student,The United States,Male,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",IL,28,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$15,000 to $19,999",Completed some high school,TN,20,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$95,000 to $99,999","Completed some college, but no degree",TX,35,40 or less,Other race
Not registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Female,"Less than $14,999",Associate Degree,CA,18,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$25,000 to $29,999","Completed some college, but no degree",NJ,67,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",PA,39,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$55,000 to $59,999",Completed some high school,CA,48,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999",High school graduate,GA,40,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$250,000 and above",Doctorate degree,NY,36,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",PA,52,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Female,"$175,000 to $199,999",Other post high school vocational training,TX,63,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"Less than $14,999",Completed some high school,AL,33,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Homemaker,The United States,Female,"$15,000 to $19,999","Completed some college, but no degree",WI,38,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Male,"$20,000 to $24,999",Other post high school vocational training,LA,30,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$85,000 to $89,999",Masters degree,HI,70,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Homemaker,The United States,Female,"$20,000 to $24,999",Completed some high school,TX,54,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$50,000 to $54,999","Completed some college, but no degree",MI,39,40 or less,Other race
Not registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$60,000 to $64,999",High school graduate,GA,21,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$250,000 and above",Masters degree,NY,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$30,000 to $34,999",Masters degree,AR,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,21,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$75,000 to $79,999",Associate Degree,OR,66,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,Another country,Female,"$85,000 to $89,999","Completed some college, but no degree",FL,23,40 or less,Other Asians and Pacific Islander
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Male,"Less than $14,999","Completed some college, but no degree",OR,64,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Female,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",AZ,60,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$70,000 to $74,999",High school graduate,KS,21,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",VA,44,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,Another country,Female,"$30,000 to $34,999",High school graduate,FL,39,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$90,000 to $94,999","Completed some college, but no degree",KY,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",MA,76,60 to 80,Chinese
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999","Completed some graduate, but no degree",NY,40,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Permanently disabled,The United States,Male,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",CA,39,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"Less than $14,999","Completed some college, but no degree",NV,39,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$65,000 to $69,999",Masters degree,IL,71,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$35,000 to $39,999",High school graduate,OH,27,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,41,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$70,000 to $74,999",High school graduate,FL,56,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$25,000 to $29,999",Associate Degree,PA,49,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$30,000 to $34,999","Completed some college, but no degree",AZ,43,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",NV,50,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$100,000 to $124,999","Completed some college, but no degree",NY,69,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$250,000 and above","Completed some college, but no degree",NJ,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",High school graduate,TN,62,60 to 80,American Indian or Alaska Native
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$45,000 to $49,999","Completed some college, but no degree",PA,70,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Unemployed or temporarily on layoff,The United States,Female,"$100,000 to $124,999",Associate Degree,VA,50,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Permanently disabled,The United States,Female,"Less than $14,999",Other post high school vocational training,FL,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NE,72,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MI,28,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$200,000 to $249,999",Masters degree,VA,40,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Student,The United States,Male,"$125,000 to $149,999","Completed some college, but no degree",IN,20,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$30,000 to $34,999","Completed some college, but no degree",FL,54,40 to 60,"Black, or African American"
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",IL,68,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$45,000 to $49,999",High school graduate,MN,44,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Male,"$15,000 to $19,999",High school graduate,AZ,58,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",IL,69,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",High school graduate,MA,37,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",TX,35,40 or less,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Male,"$100,000 to $124,999",High school graduate,CT,51,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",FL,71,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",SC,63,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$150,000 to $174,999","Completed some graduate, but no degree",KS,36,40 or less,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",VA,49,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Part-time employed,The United States,Male,"$50,000 to $54,999",Other post high school vocational training,VA,29,40 or less,"Black, or African American"
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Male,"$125,000 to $149,999","Completed some college, but no degree",TX,67,60 to 80,White
Not registered,"Yes, I will vote",Donald Trump,Unemployed or temporarily on layoff,The United States,Female,"$75,000 to $79,999",Completed some high school,MO,45,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$70,000 to $74,999",Masters degree,SC,51,40 to 60,White
Registered,"Yes, I will vote",Donald Trump,Retired,The United States,Male,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",CT,70,60 to 80,White
Registered,"Yes, I will vote",Donald Trump,Full-time employed,The United States,Female,"$100,000 to $124,999","Completed some college, but no degree",IA,56,40 to 60,White
Registered,"Yes, I will vote",Joe Biden,Retired,The United States,Male,"$80,000 to $84,999",Masters degree,MI,71,60 to 80,White
Registered,"Yes, I will vote",Joe Biden,Full-time employed,The United States,Female,"$25,000 to $29,999",High school graduate,PA,25,40 or less,White
